1	rat	Rats are various medium-sized, long-tailed rodents.
2	rat	Rats are typically distinguished from mice by their size.
3	rat	Wild rodents, including rats, can carry many different zoonotic pathogens.
4	rat	Rat meat is a food that, while taboo in some cultures, is a dietary staple in others.
5	rat	Rats have long been considered deadly pests.
6	rat	The film focuses on the transformation of a working-class man into a rat and how his family copes with the startling change.
7	rat	Rat is a 2000 Irish-British-American comedy film directed by Steve Barron.
8	rat	Probably more than any other underground paper, Rat was in the eye of the political hurricane.
9	rat	Blek began his artwork in 1981, painting stencils of rats on the walls of Paris streets.
10	rat	The Year of the Rat is associated with the Earthly Branch symbol.
11	rat	Rats is the third studio album by Canadian rock singer/songwriter Sass Jordan.
12	rat	The Rat is the first of the 12-year cycle of animals which appear in the Chinese zodiac
13	jaguar	A jaguar is a large cat native to South and Central America.
14	jaguar	Overall, the jaguar is the largest native cat species of the New World and the third largest in the world.
15	jaguar	The word 'jaguar' is thought to derive from the Tupian word yaguara, meaning "beast of prey".
16	jaguar	Melanistic jaguars are informally known as black panthers, but as with all forms of polymorphism they do not form a separate species.
17	jaguar	The jaguar prefers to live by rivers, swamps, and in dense rainforest with thick cover for stalking prey.
18	jaguar	Jaguar populations are rapidly declining.
19	jaguar	Jaguar or OLCF-2 was a petascale supercomputer built by Cray at Oak Ridge National Laboratory (ORNL) in Oak Ridge, Tennessee.
20	jaguar	Controversially, Atari marketed the Jaguar as being the first 64-bit video game console, while competing with the existing 16-bit consoles.
21	jaguar	Since then, the Jaguar has gained a cult following, with a developer base that produces homebrew games for the console.
22	jaguar	A distinctive feature of Jaguar is its use of the pseudospectral approximation
23	jaguar	The Jaguar was introduced in 1993 at a price of $249.99.
24	jaguar	The Jaguar's underlying hardware was crippled by a flaw in the CPU's memory controller.
25	beetle	An Ancient Egyptian princess (Leal Douglas) transforms herself into a beetle in order to gain revenge on Paul Lessingham.
26	beetle	Many beetles, including those that live in sandy places, have effective camouflage.
27	beetle	A 2015 study provided four independent estimates of the total number of beetle species.
28	beetle	Most beetles, however, do not cause economic damage and many, such as the lady beetles and dung beetles are beneficial by helping to control insect pests.
29	beetle	Beetles are prominent in human culture, from the sacred scarabs of ancient Egypt to beetlewing art and use as pets or fighting insects for entertainment and gambling.
30	beetle	Beetles are a group of insects that form the order Coleoptera, in the superorder Endopterygota.
31	beetle	During the Jurassic (210 to 145 mya), there was a dramatic increase in the diversity of beetle families, including the development and growth of carnivorous and herbivorous species.
32	beetle	Some species of beetle are kept as pets, for example diving beetles (Dytiscidae) may be kept in a domestic fresh water tank.
33	beetle	Beetle is a British party game in which one draws a beetle in parts.
34	beetle	Beetle adopted both surnames of his parents (Ralph Dennison Beetle and Helen Maria Ackerman).
35	beetle	Although designed in the 1930s, due to World War II, civilian Beetles only began to be produced in significant numbers by the end of the 1940s.
36	beetle	The original 25 hp Beetle was designed for a top speed around 100 km/h.
37	beetle	The Beetle thus marked a significant trend, led by Volkswagen, and then by Fiat and Renault.
38	beetle	The betel (Piper betle) is a vine of the family Piperaceae, which includes pepper and kava.
39	beetle	In India and Sri Lanka, a sheaf of betel leaves is traditionally offered as a mark of respect and auspicious beginnings.
40	beetle	Betel leaf extract alone has not been shown to cause significant side effects, but there are side effects associated with the use of betel quid.
41	beetle	The Beetle is a 1919 British silent horror film directed by Alexander Butler and starring Maudie Dunham.
42	beetle	Beetle is an unincorporated community located in Carter County, Kentucky, United States.
43	python	Many Python species, such as P. regius, P. brongersmai, P. bivittatus and P. reticulatus, are popular to keep as pets.
44	python	Python is a genus of constricting snakes in the Pythonidae family native to the tropics and subtropics of the Eastern Hemisphere.
45	python	The Pythonidae, commonly known simply as pythons, are a family of nonvenomous snakes found in Africa, Asia, and Australia.
46	python	Pythons are oviparous, that is, they lay eggs.
47	python	This category contains a listing of English language common names for the Pythonidae family - the python snakes.
48	python	In early 2016, after a culling operation yielded 106 pythons, Everglades National Park officials suggested that "thousands" may live within the park, and that the species has been breeding there for some years.
49	python	The generic name Python was proposed by François Marie Daudin in 1803 for non-venomous snakes with a flecked skin and a long split tongue.
50	python	The word 'python' is derived from Latin meaning 'serpent'.
51	python	In 1993, seven python species were recognised as valid taxa.
52	python	Despite controversy that has arisen from media reports, with proper safety procedures pet pythons are relatively safe to own.
53	python	More recent data suggest that these pythons would not withstand winter climates north of Florida.
54	python	While pythons are not venomous, they do carry a host of potential health issues for humans.
55	python	Pythons are viewed by the Zulu tradition to be a sign of power.
56	python	Python is dynamically typed and garbage-collected.
57	python	Python interpreters are available for many operating systems.
58	python	Python is a Cobra replica automobile company based in Melbourne, Australia.
59	python	Founded in 1981, this company has no relation to the more widely known Python automobile created in the 1980s by Kelly Motors at Riverside, California.
60	python	After the Shafrir-2, the new missiles made by Rafael were given the western name of Python.
61	python	Subsequently, the missiles were given the western name of "Python" by the parent company for export purposes.
62	python	Python (ca. 360-320 BCE) was a Greek vase painter in the city of Poseidonia (modern Paestum) in Campania, Southern Italy.
63	python	Python's works are all in the red-figure style and are painted on a clay with rich orange-brown colour and a high content of very small mica particles.
64	python	Among Python's most appealing pieces are phlyax vases with depictions of the Greek comedies, played at the time in the colonies of Magna Graecia.
65	python	The link to Dionysus is significant, as almost all of Python's works were found in the chamber tombs in and around Paestum.
66	python	Pythons have a reputation for accuracy, smooth trigger pull, and a tight cylinder lock-up.
67	python	The Python was originally available in two finishes: Royal Blue and Bright Nickel.
68	python	The Python immediately made inroads into the law enforcement market when introduced, with the 6-inch barrel being popular with uniformed officers and the 4-inch barrel considered optimum for plainclothes use.
69	tiger	The white tiger lacks yellow pigments, and has dark sepia-brown stripes and blue eyes.
70	tiger	The tiger historically ranged from eastern Turkey and Transcaucasia to the coast of the Sea of Japan, and from South Asia across Southeast Asia to the Indonesian islands of Sumatra, Java and Bali.
71	tiger	Tiger populations thrive where populations of wild cervids, bovids and suids are stable.
72	tiger	Male tigers are generally more intolerant of other males within their territories than females are of other females.
73	tiger	Tigers usually prefer to eat prey they have caught themselves.
74	tiger	Tigers have less impact on ungulate populations than do wolves, and are effective in controlling the latter's numbers.
75	tiger	The tiger once ranged widely from the Eastern Anatolia Region in the west to the Amur River basin, and in the south from the foothills of the Himalayas to Bali in the Sunda islands.
76	tiger	The tiger is among the most recognisable and popular of the world's charismatic megafauna.
77	tiger	The tiger's closest living relatives were previously thought to be the Panthera species lion, leopard and jaguar.
78	tiger	The tiger has a muscular body with powerful forelimbs, a large head and a tail that is about half the length of its body.
79	tiger	The tiger has been one of the big five game animals of Asia.
80	tiger	Tiger hunting took place on a large scale in the early 19th and 20th centuries.
81	tiger	Tigers is a 2014 Indian drama film directed by Danis Tanovic.
82	tiger	Tiger were an English indie rock band from Princes Risborough and London who were formed in 1996.
83	tiger	The discography of Tiger consists of two studio albums, an extended play, six singles, and "Best in Bucks".
84	tiger	Tiger is a song by the Swedish pop band ABBA. The song was released on the 1976 album Arrival.
85	tiger	Launched in 1932, Tiger became Singapore's first locally brewed beer.
86	tiger	According to Brand Finance’s Top 100 Singapore brands 2012 Report, Tiger is amongst Singapore’s top 10 most valuable brands.
87	tiger	Tiger became a two-time undisputed world middleweight champion and helped keep boxing alive during the 1950s boxing industry recession.
88	tiger	After decisioning Jose Torres to win title honors, Tiger then defended his crown against Torres and Montanan Roger Rouse, before coming up short against veteran Bob Foster of Washington, DC.
89	tiger	The area that was to become Tiger was first settled in 1881 after Frank Schultz located gold ore in what was to become the Mammoth Mine.
90	tiger	The Tigers also possess the most Atlantic Coast Conference championships with 18, including winning the last four.
91	tiger	The buses pull to a stop at the gate in front of The Hill, and the Tigers gather at the top, where each player proceeds to rub "Howard's Rock".
92	tiger	Tiger has the largest available array of truck body options for niche applications.
93	eagle	Eagles in the genus Aquila, though found almost strictly in open country, are superlative soarers, and have relatively long wings for their size.
94	eagle	These eagles often target various arboreal or ground-dwelling mammals and birds, which are often unsuspectingly ambushed in such dense, knotty environments.
95	eagle	Although these birds occupy similar niches, and have traditionally been grouped together, they are not all related: the solitary eagles are related to the black-hawks, and the Philippine eagle to the snake eagles.
96	eagle	In particular, Zeus was said to have taken the form of an eagle in order to abduct Ganymede
97	eagle	Among the eagles are some of the largest birds of prey.
98	eagle	In ancient Sumerian mythology, the mythical king Etana was said to have been carried into heaven by an eagle.
99	eagle	Eagles are an exceptionally common symbol in heraldry, being considered the "King of Birds" in contrast to the lion, the "King of Beasts".
100	eagle	The eagle is the patron animal of the ancient Greek god Zeus.
101	eagle	The heads, wings, and legs of eagles can also be found independently.
102	eagle	These lists of the top five eagles are based on weight, length, and wingspan, respectively.
103	eagle	Eagle is a town in Wyoming County, New York.
104	eagle	The population of cows in Eagle is larger than the human population.
105	eagle	Eagle was of conventional design for heavy air-to-air missiles of the time, with very low-aspect ratio.
106	eagle	Eagle was designed to be capable of carrying a W42 nuclear warhead.
107	eagle	Eagles made his first-team debut for Manchester United on 28 October 2003 as a second-half substitute for Kieran Richardson in an extra-time win away to Leeds United in the League Cup.
108	eagle	In July 2008, Eagles signed for Burnley on a three-year contract for an undisclosed fee.
109	eagle	The Eagle is a 1959 Polish war film directed by Leonard Buczkowski.
110	eagle	ALBtelecom and Eagle invested 150 million Euro, providing job possibilities to around 1000 Albanian professionals, the majority of them women.
111	eagle	The Eagle is one of the larger pubs in Cambridge, England, on the north side of Bene't Street in the centre of the city.
112	eagle	Also in 1953 Watson and Crick worked over lunch in the Eagle to draw up a list of the 20 canonical amino acids.
113	lion	The lion is an apex and keystone predator
114	lion	In zoos, lions have been bred with tigers to create hybrids for the curiosity of visitors or for scientific purpose.
115	lion	African lions live in scattered populations across Sub-Saharan Africa.
116	lion	In southern Europe and Asia, the lion once ranged in regions where climatic conditions supported an abundance of prey.
117	lion	The lion (Panthera leo) is a species in the family Felidae
118	lion	Typically, the lion inhabits grasslands and savannas but is absent in dense forests.
119	lion	Cultural depictions of lions were prominent in the Upper Paleolithic period.
120	lion	Some lions are "nomads" that range widely and move around sporadically, either in pairs or alone.
121	lion	One of the most widely recognised animal symbols in human culture, the lion has been extensively depicted in sculptures and paintings, on national flags, and in contemporary films and literature.
122	lion	Lions and spotted hyenas occupy a similar ecological niche and where they coexist they compete for prey and carrion.
123	lion	Lion is a 2006 Indian Malayalam-language political thriller film written by Udaykrishna-Sibi K. Thomas and directed by Joshiy.
124	lion	The Lion bar was originally designed by Alan Norman, experimental confectioner, at a factory in Fawdon, Tyneside, England.
125	lion	The Lion is a mountain in South West Tasmania.
126	lion	Speedway returned to Leicester Stadium in 1968, with the formation of the Lions, when Reg Fearman and Ron Wilson moved in the Long Eaton team who had lost their home in 1967.
127	lion	On 15 August the Lions won their first national trophy when they defeated the Eastbourne Eagles.
128	lion	The Lion was an automobile built in Adrian, Michigan, United States, by the Lion Motor Car Company from 1909-12.
129	lion	The Lion had a four-cylinder 40 hp engine, and was available in at least three body types.
130	lion	In 1985, Lion was struggling and on the verge of shutting down and was sold by Tosco to a partnership of Ergon Refining of Jackson, Mississippi, and a group of local investors.
131	lion	Lion was an American rock band, best known for the theme song in The Transformers: The Movie (1986).
132	lion	Lions take on all sorts of various fundraisers to fund these projects.
133	cat	The cat is similar in anatomy to the other felid species, has a strong flexible body, quick reflexes, sharp teeth and retractable claws adapted to killing small prey.
134	cat	Female domestic cats can have kittens from spring to late autumn, with litter sizes ranging from two to five kittens.
135	cat	Cats in Australia have no natural predators except dingoes and wedge-tailed eagles, and as a result they are apex predators where neither the dingo nor the eagle exist.
136	cat	In the United Kingdom, around 7.3 million cats lived in more than 4.8 million households as of 2019.
137	cat	During domestication, cats have undergone only minor changes in anatomy and behavior
138	cat	Cats have protractable and retractable claws.
139	cat	As of 2017, the domestic cat was the second-most popular pet in the United States by number of pets owned, after freshwater fish.
140	cat	Cats are small mammals which most commonly refers to the domestic cat, Felis catus, or Felis silvestris catus.
141	cat	For medical advice and change of air Cats went to England, where he consulted the highest authorities in vain.
142	cat	Cats retired to the seclusion of his palatial villa "Sorghvliet" ("Fly From Care"), which was surrounded by a vast and sumptuous formal garden.
143	cat	The Cats were a Dutch rock band formed in Volendam in 1964.
144	cat	The Cats borrowed money from Jan Buys, who was later to become their manager, and recorded their first singles that immediately entered the charts.
145	cat	The Cats, previously known as The Hustlin' Kind, were a ska ensemble from Mile End, London.
146	cat	Subsequent releases by The Cats failed to chart, rendering them as one-hit wonders.
147	cat	Cats is an upcoming musical fantasy film based on the stage musical of the same name by Lord Andrew Lloyd Webber.
148	cat	Cats is scheduled for release on December 20, 2019, by Universal Pictures.
